687,1,405,379
993,1,405,379
1125,1,405,379
1262,1,405,379
1786,1,405,379
2489,1,405,379
2782,2,348,125,69
2832,2,348,125,69
4555,2,348,125,69
5127,2,348,125,69
5226,2,348,125,69
5237,2,348,125,69
6162,2,348,125,69
6387,2,348,125,69
6526,2,348,125,69
6577,2,348,125,69
6613,2,348,125,69
6665,2,348,125,69
6790,2,348,125,69
7152,2,348,125,69
7298,2,348,125,69
7492,2,348,125,69
7516,2,348,125,69
7847,2,348,125,69
166,0,202
1194,0,202
1197,0,202
1456,0,202
2173,0,202
2368,0,202
2603,0,202
2929,0,202
3808,0,202
4130,0,202
4218,0,202
4354,1,193,236
4440,1,193,236
4500,1,193,236
4584,1,193,236
4654,1,193,236
4777,1,193,236
5090,1,193,236
5123,1,193,236
6281,1,193,236
6619,1,193,236
7196,1,193,236
7480,1,193,236
7513,1,193,236
7620,1,193,236
7799,1,193,236
8700,1,193,236
8747,1,193,236
9307,1,193,236
9441,1,193,236
9509,1,193,236
9657,1,193,236
9786,1,193,236
10061,1,193,236
11150,2,220,335,218
12231,2,220,335,218
12235,2,220,335,218
12878,2,220,335,218
14144,2,262,298,286
14956,2,262,298,286
15081,2,262,298,286
15166,2,262,298,286
15347,2,262,298,286
15457,2,262,298,286
398,2,395,229,315
1208,2,372,236,363
1271,2,372,236,363
1668,2,372,236,363
2776,2,372,236,363
3263,2,372,236,363
3314,2,372,236,363
3687,2,372,236,363
4645,2,372,236,363
4737,2,395,269,315
4740,2,395,269,315
5307,2,395,269,315
5312,2,395,269,315
7118,2,395,269,315
7247,2,395,269,315
7980,2,395,269,315
8387,2,333,144,90
8820,2,333,144,90
8837,2,333,144,90
9407,2,333,144,90
10786,2,333,144,90
10810,2,333,144,90
10853,2,333,144,90
10901,2,333,144,90
11645,2,333,144,90
11759,2,333,144,90
11990,2,333,144,90
12280,2,333,144,90
12899,2,333,144,90
13002,2,333,144,90
13151,2,333,144,90
13275,2,333,144,90
13984,2,333,144,90
14434,2,372,209,324
15341,2,372,209,324
16116,2,372,209,324
16513,2,372,209,324
16934,2,372,209,324
18196,2,372,209,324
18260,2,372,209,324
18800,2,372,209,324
18970,2,372,209,324
19291,2,372,209,324
266,1,238,307
544,1,238,307
569,1,238,307
926,1,238,307
1178,1,238,307
1230,1,238,307
1895,1,238,307
2232,1,238,307
2340,1,238,307
2605,1,238,307
2799,1,238,307
2925,1,238,307
4133,1,238,307
4166,1,238,307
4704,1,238,307
4876,1,238,307
4907,1,238,307
5114,1,238,307
5200,1,238,307
6264,1,238,307
6745,1,238,307
6817,1,238,307
6927,1,238,307
7016,1,238,307
7538,1,238,307
8262,1,238,307
8460,1,238,307
8787,2,153,8,69
9178,2,153,8,69
9688,2,153,8,69
9722,2,153,8,69
9935,2,116,80,181
10239,2,116,80,181
10906,2,116,80,181
11210,2,116,80,181
11214,2,116,80,181
11272,2,116,80,181
11821,2,116,80,181
12324,2,116,80,181
12456,2,116,80,181
12519,2,116,80,181
12604,2,116,80,181
12613,2,116,80,181
13003,2,116,80,181
13086,2,116,80,181
13285,2,116,80,181
13433,2,116,80,181
13588,2,116,80,181
14465,2,116,80,181
14470,2,116,80,181
15105,2,116,80,181
15269,2,116,80,181
15431,2,116,80,181
16202,2,116,80,181
17471,2,116,80,181
18225,2,116,80,181
18516,2,116,80,181
18817,2,116,80,181
19105,2,194,231,379
19487,2,157,106,196
19631,2,233,328,181
19738,2,233,328,181
20024,2,233,328,181
8456,0
8496,0
8892,0
9197,0
9364,0
9518,0
10763,0
11184,0
11212,0
11344,0
11411,0
11813,0
12357,0
12674,0
12923,0
13255,0
13473,0
13527,0
13877,0
14135,0
14195,0
14209,0
14584,0
15024,0
15205,0
15452,0
15584,0
15824,0
16955,0
18128,0
18549,0
18995,0
19518,0
19802,0
19952,0
19976,0
20503,0
21019,0
21049,0
21744,0
22305,0
22443,0
22499,0
22689,0
23145,0
23346,0
23492,0
23507,0
23878,0
23930,0
24033,0
24283,0
24441,0
24697,0
25131,0
25344,0
25653,0
25885,0
25981,0
27425,0
27815,0
28040,0
28095,0
28452,0
29071,0
29348,0
29553,0
29716,0
29993,0
30017,0
30109,0
30476,0
31796,0
32108,0
32401,0
32968,0
33269,0
33709,0
34236,0
34482,0
34505,0
34625,0
34850,0
35000,0
35534,0
36091,0
36153,0
37159,0
37766,0
37772,0
331,0
686,0
1369,0
2835,0
3111,0
3380,0
3794,0
4601,0
4684,0
4899,0
5349,0
6686,0
6780,0
6851,0
7217,0
7264,0
7351,0
8021,0
9513,0
9717,0
9895,0
10368,0
11378,0
12405,0
12734,0
12947,0
13685,0
15106,0
15287,0
16148,0
16154,0
16187,0
16219,0
16497,0
16894,0
17149,0
17454,0
18253,0
18957,0
19171,0
20534,0
21103,0
21768,0
22818,0
23119,0
23876,0
24309,0
24442,0
25177,0
25601,0
26044,0
26172,0
26491,0
26566,0
26835,0
26862,0
27136,0
27487,0
27811,0
27854,0
28022,0
28840,0
29062,0
29591,0
29799,0
30300,0
31969,0
32680,0
33559,0
34906,0
35951,0
36055,0
36510,0
37676,0
16567,0
18272,0
18590,0
18849,0
18879,0
19682,0
20131,0
20163,0
20407,0
20733,0
20758,0
21066,0
21888,0
22218,0
22290,0
22545,0
22830,0
23104,0
23161,0
23219,0
23782,0
24182,0
24205,0
24236,0
24762,0
26496,0
26782,0
26836,0
27437,0
27902,0
28117,0
28368,0
28448,0
30761,0
30941,0
31085,0
31595,0
32006,0
32532,0
33382,0
33429,0
33809,0
33993,0
35086,0
35767,0
37541,0
37604,0
19312,0
19328,0
19494,0
19667,0
19803,0
20086,0
21500,0
21716,0
21984,0
22210,0
22371,0
23292,0
23452,0
23700,0
24366,0
24670,0
24809,0
25148,0
25422,0
26075,0
26528,0
26542,0
26556,0
27871,0
28149,0
28253,0
28308,0
28604,0
28737,0
28935,0
29184,0
29470,0
29788,0
30191,0
30370,0
30431,0
31035,0
31454,0
32336,0
32472,0
32664,0
32868,0
33173,0
33321,0
33648,0
33803,0
34240,0
34615,0
34657,0
34679,0
34771,0
34797,0
35078,0
35768,0
36661,0
20353,0
20366,0
20669,0
20681,0
21099,0
21496,0
22319,0
22556,0
23326,0
23614,0
24155,0
24804,0
24826,0
25744,0
25806,0
26687,0
27333,0
27684,0
27766,0
27894,0
27934,0
28044,0
28259,0
28341,0
28784,0
29021,0
29233,0
29707,0
29853,0
30006,0
30076,0
30174,0
30266,0
31005,0
31146,0
31279,0
31354,0
31520,0
31715,0
31785,0
32067,0
32073,0
32381,0
32418,0
32952,0
33057,0
33132,0
33168,0
33459,0
33668,0
34028,0
34377,0
34478,0
34563,0
34590,0
34801,0
35009,0
35364,0
35506,0
35824,0
36415,0
36716,0
36914,0
37111,0
37618,0
